"relevant","tweet_text","tweet_id","humanitarian_label","original_humanitarian_label","event_type","dataset","year","event_name","original_relevant_label"
"True","Dallas-Fort Worth friends an absolute must follow particularly during bad weather: @RedCrossDallas. #txwx","99804802599559686829","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Warning for Denton County. This includes the City of Denton! #txwx","99706165852423278708","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.","99663194303461132025","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Rep. Mullery (D - N. Mpls) asks for moment of silence on House floor in recognition of tornado victims. #mnleg #mnstorms","99238823571166786998","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Wind damage on NW expressway from turnpike to council. #okwx","99789365218011917367","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Rep. Eric Cantor: No funds for Joplin tornado relief without budget cuts elsewhere. http://huff.to/mLhgOc","99715336149345352525","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado at highway 99 and highway 10 in OK...heavy rain strong hook echo...possible rain wrapped tornado...first r ...","99387029608588850317","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Guess it's time to go do the tornado alley resident porch visit.","99593450754103583555","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","people trippen about these tornado warnings im from new orleans so that shit dont faze me lol!! #CALMYASSESDOWN","99419652499951455873","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","IF YOU KNOW ANYONE IN MARIETTA #OK GET READY OR OUT OF THE WAY! v 4Warn http://is.gd/wkx7bt #tornado #OKWX #oklahoma #OK","99059447612525413689","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","CANT WIN FOR LOSING RT @jwalt10 Gettin ready for a possible tornado..keep the 4 states area in ur prayers","99441517046457978288","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","The Tornado killed 4 people In the CLEVELAND COUNTY thats sucks really bad for the families in that area!!! But the heavy storm is over.","99536515333227764956","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","2011 Tornado Season Climate Factors http://smcd.me/l4cZpO","99047124903521912743","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado outbreak in progress N & NW of Dallas. Everyone in the Metroplex needs to be listening to wx right now. #txwx","99422468485341647373","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Storm is moving into Sand Springs.. wind could gust as high as 90mph.  Heed warnings..  #okwx","99747292192491328287","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","OK Mesonet site in El Reno OK reported a gust to 151 mph as a tornado passed nearby this afternoon!  #txwx","99812664005860320290","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Video: TV crew captures huge tornado http://buz.tw/uyOm0","99646510196015189170","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado chaser talks lightning http://om.ly/BVGuM","99891871844919352899","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","$10 million in La Crosse tornado damage http://bit.ly/iQG8s0","99159571023906737006","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Under a tornado watch in Dallas!! But still tweeting for @DamienNettles #imcd","99386147633190882913","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","also Tornado warnings for other counties where family is at: Nowata & Tulsa in OK Montgomery in KS.","99622155447261399161","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Oklahoma - A broad tornado has blown through the Oklahoma City metropolitan area at the start of evening rush hour confirmed 4 dead.","99748290325446008239","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@IsAaronSmith sitting on the porch with a guinness. Ready for the big show. #okwx #ithinkstormsarecool","99850141327499627569","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b","99867316495672934308","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","TORNADO ON GROUND NEAR AURORA AND RHOME","99810323525281239661","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado warning for western Grayson county","99868349921801342661","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Otherwise things are just great #Joplin","99877241721878571594","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","@_AlejAcosta chika llevan 15 min sin darla por q cortaron la programcaion por lo de los tornado","99369469623394255118","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Me: """"Tornado alert across the US.."""" Sean: """"Where are @alltimelow?"""" Me: """"UK."""" Sean: """"Thank the holy mother of fucking Jesus and God.""""","99580572033586401383","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@TheGrottoTweets Hadn't heard that republicans voted against offering immediate aid to #Joplin. Sad.","99487604083803510515","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","If all the tornado wreckage photos haven't gotten to you yet ... this before-and-after in Joplin most certainly will http: ...","99062788102320750392","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Warning. Fantastic.","99429825024287372918","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Media reports saying at least 4 dead in Oklahoma. #okwx","99521593968213935348","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Possible #tornado on the ground near Ixl #Oklahoma. Very strong tight rotation near SE Welty Oklahoma. SEEK SHELTER  ...","99578132600476491225","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@bruceciskie: Weather Channel says Joplin tornado rated an EF-5 the strongest. Took a bunch of brilliant scientists to come up with that?","99956417368573389736","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","2 fatalities from El Reno. Debris falling from sky in Norman. Too many storms happening at once. v 4Warn http://is.gd/wkx7b ...","99542062011864441521","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Quite frankly the last thing I'd want to see after living thru a destructive tornado is Obama's face.","99613244109405494308","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Solidarity with tornado victims @TPO_Hisself @Starr_Foxx @DeltaDivaRN @debster7301 @ssells @marcia1907 @phoenixstar9 @heartcures #Praying!","99951597217622629554","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Preciate it gurl. RT @SexyReddAtl: @cbazzthegreat I follow @twcbreaking @severestudios @weatherchannel to hear abt tornado stuff","99521095597161305652","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Average tornado warning is about 15 min now.. #Joplin had 24 min","99424443265156557215","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Average tornado warning is about 15 min now.. #Joplin had 24 min","99776269514886512637","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Wow! RT @AP: BREAKING: Authorities say death toll from Joplin Mo. tornado now at 122; more than 750 people injured -CC","99799231802245084723","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","YIKES ! RT @colonialdude: RT @Deb_Cowans: #Tornado in El Reno #Ok minutes ago: http://youtu.be/roX4msxfs_w  #OKw","99217156892547151967","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Ey...when was that Tornado in Joplin? YESTERDAY (monday the 23rd)? or Sunday?","99100660136870624532","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@emercait23 are you serious? tornado &gt; SVU. #justsayin &lt;&lt; uhh yeah.","99450426255901592621","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Calling from #Joplin @jeffnene from @convoyofhope praying in front of St. Johns. Praying for city now on @klovemornin ...","99206155998818191279","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","'Duggar family helps rescue tornado survivors' Great nice people. Granted when you're the size of a small army you should help more...","99088714211464937642","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","God bless those facing new tornado threats.","99189962512731428596","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Story of boy pulled from rubble - keep searching! #joplin Need some miracles in MO. #pray","99129155543291145953","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","I guess The Rapture's still mad Chris Bosh left. RT @RyanW5: Tornado warning in my city! Let's do this http://t.co/2O9SIVk","99170579400863250748","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","DEVELOPING: Tornado was reported on the ground on the west side of Azle Texas moving E at 35 mph (738 pm CDT)","99173512458937263714","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","So sorry for those injured in the tornado. If you are in the path of one DO NOT take it lightly. Seek shelter!","99235491321135992042","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Triage: Unconscious/unresponsive breathing victim place on side. Priority 1 move on to next victim  #1stAid4 #okwx  ...","99026160103033220173","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@ShayLynnxx me 2! Pray for me tho. I'm n a tornado warn wit 75 mph winds! I no I'm high rite now but the sky isn't supposed 2 change 3colors","99480234068585031446","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","FB RT: Small funnel just went over the river at Sand Springs and then dissolved #okwx","99786757529399331463","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@kenfleet lol the weather has been so bad since I've been home. Tornado's hail flooding... WTF mother nature.","99546375168386960295","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Roxboro coming your way next. #ncwx #tornado","99484376878304549090","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b","99850520852135989240","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado outbreak in progress N & NW of Dallas. Everyone in the Metroplex needs to be listening to  ...","99024767404127685161","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","1500 ppl still unaccounted for in the tornado? Good Lawd! #JoplinMO","99217972099784955970","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","On the @PJTatler: Tornado update http://bit.ly/m091lL #tcot","99025406488467830174","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin under another tornado watch till 3am...stay safe everyone!!!","99924630488896626464","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Leaving Memphis for Springfield. Tornado talk dominates the plane; OKC Joplin childhood close calls from midwesterners.","99962628946581117470","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Sitting here under a Tornado Warning but Bye Old Mechanic Man from Lordi makes my day! http://youtu.be/MPHaahKa1Nk","99599081631861178297","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","So many affected by these terrible & deadly #tornadoes! Please #PRAY #Patriots & #Help whenever & wherever you can! #To ...","99387240241360615921","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","TOR Warning Denton County.  TAKE COVER NOW. #txwx","99667200987695718674","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","thanks @mhucky yes we are safe.. Sa missouri yung tornado grabe ang damage thank GOD malayo dito...","99756040384462798718","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado WARNING also includes Wise and Denton counties. Supercell has split.","99907146732627008756","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","In the middle of #Joplin w/ @m1ckmack. Words cannot describe","99560490935721972008","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b","99767678943752241878","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Heartbreaking as Mike Hare tells Eliot Spitzer of his search for his teenage son Lantz in #Joplin","99611240047544739522","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","thoughts out to #joplin ...stay strong &lt;3","99632341372816803389","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Pray for #Joplin n all them tornado victims...it helps.","99528046224997896502","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@Luv2LiveLyf u hear this thunder man a tornado bout to hit glad im in the basement","99653996638562965269","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado on the ground near Russett OK. #okwx","99353364683867208265","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Support for Oklahoma One mile South-west of Little Oklahoma.. Tornado on the ground TAKE COVER!!!!","99909963709444978372","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms","99261461770257815873","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Our hearts are w/ victims of #Joplin tragedy. House #GOP ready to help & has found offsets for emergency $$$","99428774172151733079","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Ahhhhhh it's a tornado!!!!!","99332210055157997336","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","TORNADO WARNING!!!!! || ummmm :(","99974810945019597204","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado watch until 3am includes the St. Joseph area. yfrog.com/h261htjj -Oh goody.","99171022454013892622","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","122 muertos 750 heridos y 2.000 casas destruidas tras el tornado de Misuri http://bit.ly/jWsWRi","99327870159851495838","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b","99713232092478489894","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Clark Hunt Scott Pioli and Mark Donovan will personally collect tornado relief supplies at Arrowhead's Lot C tomorrow a ...","99185378115383714877","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Mind blowing pic of tornado damage. http://t.co/RoJk6nI","99617178123363504798","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","It's windy as an M-F'er out at the Ballpark.... maybe that rapture dude was off by a couple of days! #Tornado #weather","99210155113250417555","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.","99202175560890452163","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch now for entire metro area.  Just issued.","99816396578458595525","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado reported 2 miles west of Azle TX.  This is to the northwest of Ft. Worth.  Radar warning info: http://wxch.nl ...","99915946888775486971","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","Parece que ya tocÃƒÂŒ_ tierra un tornado como a 1 hr de acÃƒÂŒÃƒÂ o.O","99185914025208104871","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","well whats a good news station in Dallas?? word is its a tornado round these parts","99134796510224669982","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Warning for Denton County. Be safe everyone.","99662382424823325727","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Jeff Piotrowski has been streaming live ""ChaserCam"" tornado coverage near Oklahoma City. Intense at times. http://bit.ly/e9gagR","99508309994205122938","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Entire KC metro area is under a tornado watch until 11 PM.  Updates as needed","99426202963248810951","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Another very dangerous storm possible #tornado just NE of Leon #Oklahoma. Seek shelter NE of this cell! #OKWX Follow  ...","99236528024491338520","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Thanks! @RYDAKA GREAT WORK the last two days Michael! #RedCross #JoplinTornado #APAT #makingadifference","99815270436844546551","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Grim numbers from #joplin RT @GiannaToboniABC: We're hearing the death toll here is 169 and rising @GMA @ABC","99767330688224551502","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","House destroyed trees down in Osage county #okwx","99170568064927423406","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@literarychica @laurenmvb TWC had an incredible stream of the tornado in Birmingham AL a month ago. Just FYI. :-)","99517003545941596794","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@imasnod #donr #Freedom #iwillmissnascar #Tornado #looting #phernt #getoutyourfuckincheckbook","99615248443738160944","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#OKWX any warnings for Prague?","99140068458299852137","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Chandler Davenport Stroud #Oklahoma SEEK SHELTER! Very dangerous storm moving NE to your location. #OKWX","99028736809792016296","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","FUCK YEAH TORNADO WARNINGS.","99886041125265721711","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado reported on the ground near Springtown headed toward Lake Worth area","99179917173542210935","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado on the ground outside Azle TX","99629662987817189838","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","TORNADO ON THE GROUND IN NW PARKER COUNTY","99585002785020378445","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","@MSNBC OK having @MMFlint on Lawrence's show is a massive improvement over the morbid tornado coverage earlier good move #tlot #p2","99746221470699409127","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Baseball size hail and a tornado formed near North Richland Hills... This is intense.","99340753873546802640","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Prayers out to OK City. Continuing prayers for #Joplin and Tuscaloosa. May God be with you and provide strength and comfort.","99869489190799842208","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Dahsyatnya tornado Missouri","99768869207954673561","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","And disturbingly NEW tornado alert just been issued for #Joplin. We'll have all the latest news on @PiersTonight at 9 ...","99921848566746923832","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","A lot of class shown by the Orioles tonight with a moment of silence and flags at half staff to honor victi ...","99839953794295071533","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","GOP hates women middle class gays & now tornado victims.   Shameful.#wiunion Cantor","99390476562772644870","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","WTF?!?! I'm in target in Dallas and the lady comes on the speaker telling everyone to stay away from the windows due to a tornado warning.","99129491093680811978","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch now for entire metro area.  Just issued.","99552227763982748436","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Big tornado hits Oklahoma City at rush hour http://bit.ly/jR9aC1","99046210154004338050","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado now on ground just north of Azle moving ENE 40. -sm","99781690392137514685","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Funnel cloud went away:( I'd don't want people to get hurt but tornado chasing is on my bucket list","99134748970576230103","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Saginaw Haslet Eagle Mountain Lake -- TAKE COVER! Tornado on the ground. #TXWeather","99028587372364855734","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado watches are in effect from Texas to Nebraska","99711954379373098998","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","My apartment that I lived in in college got destroyed by the tornado #realscarytalk","99254063313628149160","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Eyes should now move to eastern OK and north/NE Texas. #okwx #txwx","99412046708888519737","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Well a Tornado is on the ground the news is saying. All North West of me. Damn stay away from me. Dude said softball ...","99376274921194313705","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","TORNADO WARNING DENTON COUNTY.","99701150602399756095","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado spotted on the ground near Azle area says @CBS11Larry","99224992337001779445","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch now for entire metro area.  Just issued.","99606936897848853318","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?!?!?!?!?!","99900758374975433582","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Thank you KC  RT @JoshLooney The relief turnout was amazing and is still going on C...we'll be back at it tomorrow same place #Joplin","99884400466812190477","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Um Emily.. there's actually a tornado coming..  #SOWAKEUP http://t.co/5eULnnO","99225644813987757092","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","no more complaining about spring weather seeing what has happened to #Joplin and now OKC","99096372185681477517","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Oklahoma half-mile tornado was on ground for 60 miles today 2 hrs ago.. crazy stuff !!!! N another big one just touched down !!!!! #cnn","99979350771702522711","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Awesome. We're under a tornado watch until midnight.","99780600940637555323","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","BREAKING: Two people have been killed in the tornado that struck near El Reno OK today.","99454739465777480130","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","In the calliber of May 3rd 1999 #OKC #Tornado #OKwx - good thing not hearing about too many deaths.","99565468063517342276","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Urgent those in #Joplin #Tornadowatch past #Midnight please retweet!","99695409821391295349","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs","99589783726274535753","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","NE Parker County and N Tarrant County now TOR warned. TORNADO WARNING. #tornado #txwx","99064618499984772599","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","SW OKC Barrio is in the clear of the storms. Jason Doyle Memorial Compound safe & sound. #okwx #mesocyclonewinning! #tornadoblood!","99768729309422549685","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch for portions of the area in KS until 3:00am CDT. #kswx","99458353169008607066","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@travel4life @Wendy_Kingston US Storm Prediction Center itself has evacuated due to an approaching tornado. 2 dead in metro Oklahoma City.","99825450022951700730","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","F5 tornadoes in Oklahoma City. :( I'll be happy when tornado season is over.","99493035908213434176","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin death toll now 122 winds were 200+ mph  Sadly toll likely to rise and more deaths in Oklahoma tonight worst torn ...","99445157543453397453","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True",":( RT @bvillelive: 7:31 Bartlesville is now under a tornado warning","99014055028674387140","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","The Weather Channel will be broadcasting live through 2 a.m. THURSDAY at the earliest to track this #torna ...","99397665933622958270","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado warning issued for following counties: Collin Cooke Dallas Denton Grayson Parker Tarrant Wise","99355198216409605964","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Possible Tornado 5 miles south of Poolville  in Parker Cty. moving east at 40 mph.  This will track very close to Springtown.  Rshade","99513714200590089475","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Medical examiner: 4 dead in Oklahoma tornadoes: A broad tornado has blown through the Oklahoma City metropolitan area at the start of...","99646827030629989653","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Let this photo gallery of the Missouri tornado's destruction remind us to never take life for granted. Prayers to... htt ...","99248679581772209459","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Warnings west and north of Fort Worth TX.  Extremely large hail possible too a la famous Mayfest hail storm 1995. #tornadoalleylive","99854923202205871328","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Funnel near Fairview moving east. TORNADO ON THE GROUND near Azle. Debris spotted.","99479165445071100165","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Ever been inside a tornado?  AND documented it?  cell phone footage from #Joplin  http://ow.ly/51lB6","99510172801739412808","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Crap. Tarrant county has a tornado warning. #poop","99188837408163490632","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","CNN: Just In: Storm Prediction Center issues tornado watch 4 western Missouri; extreme eastern Kansas until 3am CDT;  ...","99839327623455740490","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Love this Micah kept himself busy at the tornado shelter this evening... http://t.co/h1axdKA","99840024961295860811","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@thedigsy I hear the tornado watch is on for you guys. You okay?","99477532927588850690","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","dang. if your town is issued a tornado watch twice in 48 hours time to relocate. #Joplin","99963279212821263656","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#tornadoes in #Oklahoma  now. More expected in #Joplin  in the next 3 hrs. Say a prayer","99689372941071249090","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Strong winds..maybe a tornado...near Boyd. The strongest ciirculations are near Boyd and just south of Agnes.","99165604816792925393","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","ardmore bartlesville okmulgee OK still under tornado warnings","99349601697312625034","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","New Tornado watch out","99605630872528759831","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin now in Tornado watch area storms tracking NE through Oklahoma.","99386709183008101550","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch now for entire metro area.  Just issued.","99681006393624940092","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch now for entire metro area.  Just issued.","99433236094584139983","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado watch #363 has been issued for the KC Metro area until 3am. Make sure your weather radios are working! #KCStorms #KCChasers","99007631031983442938","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?","99736493172541254034","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Cops just went down street in #Joplin with PA system saying high winds coming take shelter now. Hol ...","99315126719417077358","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Going live on #CNN - breaking news re multiple deaths in #Oklahoma as new tornado strikes PLUS incredible survival sto ...","99201637914484774705","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Many Still Unaccounted for After Joplin Tornado: About 1500 people are unaccounted for in this battered city a... ...","99532788045461180665","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@GayleWestover tornado misses them by 3 miles. PTL!","99654762944077414271","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Got the Tornado Warning email from Tecumseh . . . 4 minutes after it expired. #fb","99229728330848249472","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","MSNBC now airing live tornado coverage from KFOR in Oklahoma City. KFOR coverage is astonishing and dramatic.","99959557799952391643","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Radar indicates a possible tornado between Poolville and Peaster.","99333728310682691067","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@shawnakey & @lakeefe are the only things making my tornado flight delays in Dallas bearable right now. Lifesavers those two.","99565606715195275528","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
