"tweet_text","humanitarian_label"
"My house fell in. I am calling you to ask you to help me please, 4636. Thank you.","rescue_volunteering_or_donation_effort"
"Massive earthquake strikes Chile http://t.co/30p9OhVTX9 #CBS #news","other_relevant_information"
"Of all the people to have died from hurricane #Florence #Trump is personal responsible for the minorities. #Racist #NAZI &gt;#Sarcasm &lt;","injured_or_dead_people"
"God bless California residents Ὁ4Ὁ4Ὁ4California fires: 9 dead as 3 major blazes burn across the state #CaliforniaWildfires","injured_or_dead_people"
"I'm the former chief secretary of O. N. A. I. ..","not_humanitarian"
"Cajun Navy to the rescue . theyre pre-positioning for Florence aftermath. Stay safe yall.","rescue_volunteering_or_donation_effort"
"#CyclonePam Two more Aust military planes loaded with much-needed humanitarian supplies &amp; personnel are on way to cyclone-devastated Vanuatu","rescue_volunteering_or_donation_effort"
"I signed up for the Irma Relief Run on Sep 13, 2017!","other_relevant_information"
"US soldiers cleaning flood damaged schools #SriLanka https://t.co/wYy8Mx9Ga4 https://t.co/vzLRlNQ2mF","rescue_volunteering_or_donation_effort"
"And what percent of new San Francisco homes were built on liquefaction zones? I’m guessing 70 percent.","not_humanitarian"
"Please contact me for more info about my needs.","not_humanitarian"
"@tim_cook Id greatly and forever appreciate if you could donate for the people of Kerala. Dont need much but even little is more if you can help us #KeralaFloods","rescue_volunteering_or_donation_effort"
"RT @JerseyJeff_: Dear Louisiana, á½™5á¼¿Cá½™5á¼¿Cá½™5á¼¿Cá½™5á¼¿Cá½™5á¼¿Cá½™5á¼¿C Harvey sucks, New Jersey Karma https://t.co/JE51ldHdpe","not_humanitarian"
"Microcomputer inventor, 79, is among the 59 dead in devastating California wildfires as hunt for more victims continues","injured_or_dead_people"
"Let's make #Friday #FoodTruck day at mega shelter 7000 Metropolis #ATX #HurricaneHarvey Who's in? https://t.co/IHaKrcmHmt","not_humanitarian"
"Florida electric utility prepares residents for worst-case scenario from Irma","infrastructure_and_utility_damage"
"we do you to know from today the service of ''SMS'' about emergency information.","other_relevant_information"
"What should you do when the water starts rising? #HurricaneHarvey #Flood","other_relevant_information"
"@Harry_Styles I'm crying baby'm afraid there may be another earthquake in EcuadorὢA  I love you babeὠD","sympathy_and_support"
"Fatal California fires spur search for solutions","other_relevant_information"
"RT @i_sing_my_heart: #Harvey #HurricaneHarvery #HurricaneHarvey #Houston #Rockport #CorpusChristi What in your home might double as flota","infrastructure_and_utility_damage"
"#AISDproud that our facilities can be #ATXShelter for Hurricane #Harvey evacuees both 2 legged and 4 legged friends! #AISDgot💙 @AISDSupt","displaced_people_and_evacuations"
"California wildfires: Death toll rises to 31 with 200 missing  : November 12, 2018 at 04:36AM via mikejulietbravo","injured_or_dead_people"
"We have no food in our area and that area is Carrefou","injured_or_dead_people"
"An International Federation-chartered plane carrying six tones of shelter materials (tarpaulins, poles and tools) arrived in Yangon on 8 May and another plane arrived today (9 May) with a further eight tones of similar materials.","other_relevant_information"
"‘It’s truly bigger than football’: Josh Norman pledges $100,000 to aid Puerto Rico","rescue_volunteering_or_donation_effort"
"Trump to visit California as death toll rises amid deadliest U.S. wildfire in a century via /r/news","injured_or_dead_people"
"#NepalQuake May God be with them.ç_╩7","not_related_or_irrelevant"
"Henry Schein Disaster Relief Hotline Open to Support Customers Alberta - Oral Health Group  via @Oralhealthgroup","rescue_volunteering_or_donation_effort"
"Lytton Rancheria to Donate $1 Million for Victims of California Wildfires","rescue_volunteering_or_donation_effort"
"Countries like Tanzania are starting to realize that their immigration laws are not adequate to deal with the phenomenon of ""mixed migration"" whereby refugees, asylum-seekers, economic migrants and even victims of human trafficking may be using the same routes, means of transport and smuggling networks to reach a shared destination, but are driven by different motives and have different claims to protection and humanitarian assistance.","not_humanitarian"
"Indian Air Force officer rescued 2 year old baby at Kerala Floods | #keralafloodrelief:  via @YouTube","rescue_volunteering_or_donation_effort"
"Earthquake 5 mb, 41 km WSW of Iquique, Chile | Earthquakes today http://t.co/MLtkJ5xdDC","other_relevant_information"
"Typhoon sweeps across Philippines http://t.co/50BYDjEn4A","other_relevant_information"
"The science of the Chile Megaquake via @mikamckinnon http://t.co/rKBcVooudQ","other_relevant_information"
"@realDonaldTrump @GovAbbott @DanPatrick And Puerto Rico? More á¼´Cá¼´Cá¼´Cá¼´Cá¼´Cá¼´Cá¼´Cá¼´Cá¼´C from Bananamouth #Bananamouth #Bananaman https://t.co/YitTWQBqg8","not_humanitarian"
"This is my friends moms house. Please help if you can!! #hurricaneharvey #texas #rebuild #neighbor","rescue_volunteering_or_donation_effort"
"A small eruption took place in 1992, but caused no casualties.","not_humanitarian"
"Chicago going strong since Hurricane Maria hit @PuertoRicoPUR . 20 semi trucks shipped and counting!! #PRSELEVANTA https://t.co/HjFdI5PywG","unknown_or_unclassified"
"ICYMI Tandberg- Joined at the hip. #ClimateSilence #climatechange #renewables #Harvey #Irma #Maria #auspol https://t.co/w34LhsiGgR","not_humanitarian"
"Prayer for Nepal is nonsense. If you believed in god youd already know how he feels about the situation. After all, god did it.","not_related_or_irrelevant"
"I NEED A JOB ,I CANNOT GO TO SCHOOL","infrastructure_and_utility_damage"
"Changes to Togo's electoral code, approved by parliament on 8 February ahead of legislative elections scheduled for next month, are aimed at facilitating the holding of polls and the functioning of the country's electoral commission, legislators said in a communique.","other_relevant_information"
"#DSTRDamage alexsandra8888 Residents look at flooded houses","infrastructure_and_utility_damage"
"Plz save my country ( Nepal ) it will be u'r kindness favor........for all Nepali &amp; country Nepal","not_related_or_irrelevant"
"Radio is best in an emergency! It was so reassuring listening to National Radio on Sunday evening after the earthquake. Radio is best!","not_humanitarian"
"feel special if you have an emoji by your name... only 7 people do α_µ2","not_related_or_irrelevant"
"Goodnight, stay safe. Pray ç__F #RubyPH","not_related_or_irrelevant"
"WLI Shows Up after Hurricane¬ Irma https://t.co/chrDsgPXud https://t.co/UEBtMwcks2","unknown_or_unclassified"
"RT @KhalidUmar33: #Pakistan Floods: Pakistan Army's helicopter picked up a man from the centre of the River and daringly saved him. Welldon…","missing_trapped_or_found_people"
"Catastrophic #HurricaneMatthew will hamper access to clean water, shelter and schools","other_relevant_information"
"RT @Newsweek: NASA-produced maps may help speed up Mexico's earthquake recovery efforts https://t.co/TnUHxYSaan https://t.co/H2IYfhRxtP","other_relevant_information"
"RT @UPI: Smoke from California wildfires shuts down schools, universities; death toll reaches 59","injured_or_dead_people"
"RT @ABSCBNNews: PNoy slams 'alarmist' media reports on #RubyPH http://t.co/UKxvIVSqHX","not_related_or_irrelevant"
"That included tightening control over social networks, which were used in attracting a larger number of disillusioned youth to achieve the vicious goals under religious slogans, which had no connection with any divine faith.","other_relevant_information"
"#XXX #SEX #MOVIES Getting to know Cuban MILF Zoraya Mora https://t.co/z5z57iROPp #NSFW #PORN #FUCKING https://t.co/Vsl832yV1V","not_humanitarian"
"RT @ComradeFatsooo: Calling all citizens! Get involved and help out victims of #CycloneIdai! Together were stronger! #Twimbos /","requests_or_needs"
"Pray for Kerala #KeralaFloods #Donate4Kerala #KeralaFloodRelief","sympathy_and_support"
"Uff!! it caught ;-) Typhoon Hagupit makes landfall in Philippines - CBC.ca: CBC.caTyphoon Hagupit make... http://t.co/bXyjO6twAz #gossip","other_relevant_information"
"Who can I go for American money for buying and selling please.","not_humanitarian"
"Netanyahu announces California earthquake payback for anti semites &amp; self-haters preventing God's boat from docking in oakland.","other_relevant_information"
"September 30, 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! #HyderabadMassacre #Pakistan @ImranSiddiquie","injured_or_dead_people"
"YINGXIU, China, May 22 (Reuters) - An aftershock jolted me awake with the thuds of collapsing buildings.","rescue_volunteering_or_donation_effort"
"Number of people confirmed dead after Hurricane Harvey =39 Number of them mentioned by @realDonaldTrump on his Texas Visit =0 Enough Said!","injured_or_dead_people"
"Where there is no provision of electricity, solar submersible pumps will be installed to provide clean drinking water to the people and the livestock, says the report.","other_relevant_information"
"Fast start powers Kings on road vs. Avalanche http://t.co/zWgdifaIWe","not_related_or_irrelevant"
"I ain't that heartless y'all #PrayForThePhilippines ç__Fç__Fç__F","not_related_or_irrelevant"
"Signal no.3 #PrayForThePhilippines  Cold afternoon..","not_related_or_irrelevant"
"RT @goodnewsnetwork: Refugees Give Back To Host Country and Canadians Displaced by Wildfire","rescue_volunteering_or_donation_effort"
"UNFPA is rehabilitating damaged birthing centers and providing tents, delivery tables and Emergency Reproductive Health Kits, which are pre-assembled packages containing essential drugs, supplies and equipment.","not_humanitarian"
"He noted that this is a testing time for Liberians and the international community as they work more closely to attain victory over these destructive pests.","not_humanitarian"
"We're very miserable. Please make a message for us","rescue_volunteering_or_donation_effort"
"#Earthquake near #Iraq - #iran border...and it is rising ...No of people who die is not confirmed yet..ὡEὡEὡE https://t.co/T0Vr3INKkV","other_relevant_information"
"Live Updates: Raw video shows floodwaters streaming out of earthquake cracks in Wellingtons destroyed roads &amp; pipes","infrastructure_and_utility_damage"
"Exclusive: #Nepal Rebuilding Cost to Exceed $10 Billion, Finance Chief Says http://t.co/vnkslu83yC via @business","other_relevant_information"
"VIDEO: @PRNationalGuard Soldiers take food and water to Vieques and Culebra after Hurricane Maria.","rescue_volunteering_or_donation_effort"
"RT @ChanelLoran: praying for everyone in Mexico and others in areas surrounding that are being affected by the earthquake ὤFἿCὤFἿC you are in m","sympathy_and_support"
"I love nepal http://t.co/z7uT2DGkgE","not_related_or_irrelevant"
"RT @crodriguezap: Soldiers are removing debris in Jojutla, Mexico after the earthquake @AP_News https://t.co/rPQ3MBqNdr","rescue_volunteering_or_donation_effort"
"Is there somewhere is Cayese where I can find your help.","requests_or_needs"
"#keralafloods Kerala Mahila Samakhya Society is providing food, shelter and health care to Dalit/Adivasi girls displaced by the floods. Please Donate Kerala Mahila Samakhya Society SB A/c 67394014631 in SBI Vazhuthacaud Trivandrum IFSC code: SBIN0070033 Thanks","rescue_volunteering_or_donation_effort"
"With a monster hurricane such as Dorian, small changes in trajectory can have a major impact for us in terms of how we prepare. The emergency declaration for Miami-Dade County remains in place.","requests_or_needs"
"RT @cnnhealth: Irma threatens birthday for 3-year old with leukemia, until nurses step in: https://t.co/eBAFNBxpEv https://t.co/fDdFp9hPDj","unknown_or_unclassified"
"Typhoon Hagupit: Greenpeace warning as a million people flee 106mph gales ... - The Independent: The Independe... http://t.co/cYilHd7ui4","other_relevant_information"
"RT @Pakistan_Army: #PakArmy continues its #flood relief ops http://t.co/RSHrLWZQj1","rescue_volunteering_or_donation_effort"
"Nebraska Broadcasters Association member radio and TV stations came together last Friday to hold flood relief drives that yielded $441,919 in donations to the American Red Cross  #WeAreBroadcasters","rescue_volunteering_or_donation_effort"
"Another way Hoosiers can help Hurricane Harvey victims! This is the water drop-off at @CumberlandPDIN Taking donations through the weekend","rescue_volunteering_or_donation_effort"
"#What Muslims #Believe: http://t.co/IeEVc1TYKI #blacklivesmatter #d1lillard #roloeditions #lillmatics #BaltimoreRiots #NepalEarthquake","not_related_or_irrelevant"
"Visit our @IMAX at 4.45pm today for a 20-minute screening of Hurricane 3D in aid of Red Cross #HurricaneIrma Appeal:","other_relevant_information"
"Person Finder now searchable via SMS within Nepal: text ""search &lt;name&gt;"" to 6040. More details: http://t.co/TnvLKsJvjN","displaced_people_and_evacuations"
"The Camp Fire has destroyed around 13,000 homes alone, while the Woolsey Fire destroyed more than 1,600 structures.","infrastructure_and_utility_damage"
"Aaron Rodgers announced hes donating $1 million to help those affected by the California wildfires. VIDEO @","rescue_volunteering_or_donation_effort"
"3 survey teams will depart NWS Corpus Christi Wed morning to initiate a large-scale damage survey, focusing primarily on storm surge #harvey","infrastructure_and_utility_damage"
"Sat having my scarecrow like 'barnet' seen to. Should be presentable enough to go out in public in about an hour! Good excuse for a sit down","not_related_or_irrelevant"
"Updating Your Facebook Status to Say 'I'm Safe' #NepalEarthquake http://t.co/Zgyo9FBQQ7","not_related_or_irrelevant"
"RT @hellengehr: Aid Begins to Flow to Hurricane-Hit Puerto Rico by THE ASSOCIATED PRESS via NYT","rescue_volunteering_or_donation_effort"
"MIAMI: Homocon Milo Jokes About Hurricane Irma Damage, Promptly Has Own Home Destroyed By Hurricane -","infrastructure_and_utility_damage"
"Hurricane Maria destroys homes, causes flooding in Puerto Rico","infrastructure_and_utility_damage"
"#BREAKING via @AP: Sheriff says eight more bodies found bringing death toll to 56 in Northern California wildfire; 130 still on missing list.","injured_or_dead_people"
"RT ijournal CoreLogic: 759K Homes, $170B in RCV at Risk from Hurricane Florence Storm Surge","infrastructure_and_utility_damage"
"Powerful typhoon slams into eastern Philippines - Yahoo News Philippines https://t.co/P2Es6LPWeN","not_related_or_irrelevant"
"I posted 118 photos on Facebook in the album ""Survivors Working Together In Nepal"" http://t.co/4cXcAGk8es","other_relevant_information"
"There is indeed, imminent collapse of the livestock industry and this will impact on negatively on the food security situation of over 65% of the population in Wajir that depend on livestock, unless immediate interventions are put in place.","not_humanitarian"
"A lake 125 kilometres long and 11 metres deep has formed in Angola near the severely affected city of #Beira, after #CycloneIdai that the govt fears could leave up to 1,000 people dead. It also battered Malawi and Zimbabwe.","injured_or_dead_people"
"@hennychesney And btw praying for ya down there mane hope you didnt have too much damage from irma hope that power comes back soon for ya soon too man!","sympathy_and_support"
"going out to explore Santiago. yikes*","not_humanitarian"
"RT @AlexMorash: This is why you cant ignore the evacuation orders for Hurricane Florence:","displaced_people_and_evacuations"
"@fuckmeupgoodhes @Harry_Styles seriously? Don't u see how many people care about it?","not_related_or_irrelevant"
"NYC sending responders to help with Hurricane Maria efforts https://t.co/mPD5xoLs1z https://t.co/8IKSArtLnX","unknown_or_unclassified"
"I liked a @YouTube video  What Creates A Tsunami","not_humanitarian"
"@sondy @Robot_Insect Its one thing for citizens to express thoughts &amp; prayers. Congress has the power and responsibility to act. #PuertoRico #HurricaneMaria","sympathy_and_support"
"How Houston Can Become More Resilient To Future Floods  #Harvey #Houstonflood","other_relevant_information"
"Take care and keep safe everyone #TyphoonRuby #PrayForThePhilippines","not_related_or_irrelevant"
"@BBCJamesCook @lsarsour 55% of #PuertoRico didnt have clean drinking water OR reliable electricity BEFORE #HurricaneMaria! Theyre just wanting free infrastructure","other_relevant_information"
"The death toll is 77 in Ecuador after a 7.8 earthquake shook the South American country...… https://t.co/xh38pnjAKs","injured_or_dead_people"
"USGS reports a M0.9 #earthquake 10km WNW of Cobb, California on 9/25/13 @ 22:32:57 UTC http://t.co/c5iUeeGipX #quake","other_relevant_information"
"Good to see FB campaign for Nepal Earthquake. Not related to eKarma. But imp message thus sharing. Pls do your bit https://t.co/WItjdBMf27","not_related_or_irrelevant"
"California Wildfires Set For $25 Billion In Damages As Death Toll Hits 31; Suspected Looters Arrested  #Preppers #SHTF #TCOT","injured_or_dead_people"
"15 killed as powerful 7.2-magnitude aftershock hits #Balochistan in #Pakistan","injured_or_dead_people"
"The Ministry of Information tells us not to build houses. Are they going to build them for us?","other_relevant_information"
"The magnitude and location may change slightly as additional data are received from other seismograph stations.","not_humanitarian"
"RT @VICEUK: Powerful Earthquake Slams into Mexico City https://t.co/Q1Bywdj3tY https://t.co/1yrDDub31D","unknown_or_unclassified"
"RT @IdaiRelief: Some of the planned rescue and relief efforts in the Chimanimani area #CycloneIdaiUPDATE #CycloneIdaiZW #CycloneIdai :","rescue_volunteering_or_donation_effort"
"COEM will be closed until Monday, September 17th due to hurricane Florence. We hope you all stay safe during this time. If there are any changes we will update you.","other_relevant_information"
"@North2North @FSDaybreak @MannyPacquiao   Hopefully, US Athletes and Entertainers can make donations to the Nepal Earthquake relief","not_related_or_irrelevant"
"Hurricane Florence: Mother and infant killed when tree falls on their home in Wilmington, NC","injured_or_dead_people"
"Army helicopters have dropped over fifty two tons of rations in flood hit areas of Punjab.""","rescue_volunteering_or_donation_effort"
"Clbv","not_related_or_irrelevant"
"Parkway Reports Minimal Damage To Properties Resulting From Hurricane Harvey","infrastructure_and_utility_damage"
"We feel really sad for all the people affected by the #EcuadorEarthquake. Our solidarity goes for all those in need. #PrayForEcuador please","sympathy_and_support"
"Port disruption as Typhoon passes through the Philippines http://t.co/MQyCqnovtf","not_related_or_irrelevant"
"RT @VOANews: California Wildfires Rage; Death Toll at 31, with 228 Missing","injured_or_dead_people"
"Donate Now to Help Those Affected By #HurricaneMatthew in Haiti When Hurricane Matthew hit Haiti last night, it","rescue_volunteering_or_donation_effort"
"RT @kcranews: Trending: Downtown Napa takes brunt of damage from earthquake http://t.co/xTpu86Qode http://t.co/3uD3B0O5xS","infrastructure_and_utility_damage"
"The #BB21 are about to do Hurricane Dorian like damage to the house in this VETO comp. Dumb jokes aside, I HATE when HGs waste food. Just a pet peeve. #BB21","not_humanitarian"
"Our thoughts are with all those affected by the recent earthquakes in New Zealand ἟3἟F. Stay safe #NZ ὉC #eqnz","sympathy_and_support"
"NOTES: this mesage doesn't concern this work","rescue_volunteering_or_donation_effort"
"thoses money won't sink like the other 197 billions, this time, the country must take the road of development thankyou","other_relevant_information"
"Tell the ministry of health in La goave we haven't found any help to function.","rescue_volunteering_or_donation_effort"
"Typhoon Hagupit kills 21 on Samar island: Red Cross http://t.co/DnuQdkrjdt That dream I had the other day. #aftermath of this maybe?","not_related_or_irrelevant"
"#Dorians eye is becoming more defined on the Miami radar. Unfortunately, conditions will be going downhill very soon in the Abaco Islands.","other_relevant_information"
"RT @Outlookindia: UP Flood Toll at 28; More Than 1,000 Villages Hit | http://t.co/TELPbjGMGw | Outlook Wires","infrastructure_and_utility_damage"
"Join us &amp; the @phoenixsaloon for a special event with the @vandoliers for #HurricaneHarvey donations. Info here:","rescue_volunteering_or_donation_effort"
"+ Various Scheme Benefits Uttarakhand Aid to Kerala : 5 Crore TamilNadu Aid to Kerala : 5 Crore Gujarat Aid to Kerala : 5 Crore Bihar Aid to Kerala : 10 Crore Assam Aid to Kerala : 3 Crore #KeralaFloods #IndiaForKerala","rescue_volunteering_or_donation_effort"
"Five People Dead At Florida Nursing Home After Irma Knocks Out Power","injured_or_dead_people"
"Thanks for receiving my message. I would like to know how you'll help me because the child is suffering and laughing at my brain","other_relevant_information"
"The immensity of destruction.. “The Crisis in Haiti: An Assessment,” #Earthquake #CabConverg #Peacebuilding http://t.co/YtvlpqUgXI","other_relevant_information"
"Death toll rises again: 8 people now declared dead at Hollywood nursing home that lost power after Hurricane Irma","injured_or_dead_people"
"#Kaikoura resident Diane talks to Red Cross volunteers amid worries her home will be red-stickered  #eqnz","rescue_volunteering_or_donation_effort"
"RT @officialgauravk: Sad to hear about the 7.8 M #earthquake in #Ecuador. Hope everyone I know there are safe and fine along w/ @QuitoShape","sympathy_and_support"
"Join The CW family to raise donations for the victims of Hurricane Harvey and Irma. Click the link for more info:","rescue_volunteering_or_donation_effort"
"As expected #WrightsvilleBeach now included in the mandatory evacuation orders. Well be pulling back off the beach tomorrow.","displaced_people_and_evacuations"
"Oh shit! Hurricane Matthew looked like a smiling monster face while it was on our neighbor Haiti! ὢ7ὢ8ὣ5","other_relevant_information"
"RT @ABC7Brandi: Irma update this AM @ABC7: Cat 5 storm near Dom Republic. At least 10 ppl killed. 90% of Barbuda buildings damaged.","infrastructure_and_utility_damage"
"Aid agencies commit to pour relief and emergency supplies to typhoon-affected areas in the central Philippines. Hagupit further weakened","rescue_volunteering_or_donation_effort"
"#overpopulation #overconsumption #climatechange #livegreen #childfree Hiroshima landslide death toll reaches 70 http://t.co/1Zh2DTDp5t","other_relevant_information"
"Soldiers from HHC, #10thCAB, have spent the weekend prepping the brigade’s Mission Command capabilities for a potential call to aid in the U.S. Army’s #HurricaneFlorence We’ll be ready when they call. #ArmyResponse #ArmyHurricaneResponse #ArmyHurricaneFlorence #HUREVAC2018","rescue_volunteering_or_donation_effort"
"#UNFPA is saddened to learn about effects of #CycloneIdai - particularly the loss of lives. We send condolences to those who have lost their loved ones. We have joined other @UNZimbabwe agencies to support Govt efforts in reaching out to those affected with immediate assistance","sympathy_and_support"
"'Transparent Direct #NepalQuake 2015 #Earthquake Relief' http://t.co/ElROsc7aQE via @tilt","other_relevant_information"
"RT @johnspatricc: » http://t.co/uhiwSpalVO Cyclone Pam #CyclonePam Cyclone Pam: Vanuatu activates emergency plans as category five sys… htt…","other_relevant_information"
"RT @shahzadShafi007: Flood reached at #Saraiki region to destroy #Multan #M.Garh :(   #PakistanFloods http://t.co/C8pvBb7VvE","infrastructure_and_utility_damage"
"Beltway Insider: 8K Dead, World Sends Aid to Nepal; Lynch Approved; ISIS Offensive; Morsi Sentenced https://t.co/OA3fKZPDs0 via @sharethis","not_related_or_irrelevant"
"Exploring Paris by night suddenly reminded me of home - @americanabrand #paris #losangeles @ Tour Eiffel https://t.co/QdujUU9M9u","not_related_or_irrelevant"
"Hindu Mahasabha’s official website hacked, displays recipe for ‘beef curry’ - #Kerala #HinduMahasabha #Floods #Beef #Hacking","other_relevant_information"
"UPDATE as of 12MN: Stranded due to #RubyPH ë█╥ 2,453 passengers, 91 vessels, 4 motor bancas and 686 rolling cargoes. | via @PhilCoastGuard1","other_relevant_information"
"@iam_manishk Yes, he is Shri. Girish Mahajan, Minister - Water Resources &amp; Irrigation &amp; Medical Education, Government of Maharashtra. People of Kerala are grateful to the medical team from Maharashtra ably lead by @girishdmahajan. #KeralaFloodRelief #MaharashtraWithKerala #KeralaFloods","sympathy_and_support"
"If you want to donate to people suffering from the Kaikoura Earthquake, @NZRedCross is doing great relief work #eqnz","rescue_volunteering_or_donation_effort"
"On Wednesday, a digger clawed through the rubble of what was a woman's hostel at the university in nearly destroyed Muzaffarabad, the capital of Pakistani Kashmir.","not_humanitarian"
"RT @SafetyPinDaily: GOP Official In Ohio Says Wildfires Are Gods Punishment For Liberals In California | By: Chris Walker","not_humanitarian"
"Rivers of slurry also destroyed and damaged homes homes in populated areas of the province, according to the UN.","other_relevant_information"
"Police lieutenant Richard Haba told AFP last week the outreach team was attacked by protesters who had come ""to kill them because they think Ebola is nothing more than an invention of white people to kill black people"".","not_humanitarian"
"Σ╗╚(▄ÇΘ_▄ÇΘ)Nowplaying Valanga - DJ TOTTO","not_related_or_irrelevant"
"RT @joea1868: Thankfully the family in Gaeta is ok, but praying for all those affected. #PRAYFORITALY #earthquake","sympathy_and_support"
"Harvey: *try not to smile* *yes, she cares* *canâ€™t control my face* #Darvey https://t.co/r5LA2C397y","not_humanitarian"
"I WOULD LIKE FOR THIS THING TO BE PASSED IN THIS COUNTRY IN THIS MOMENT.","requests_or_needs"
"I'd like to get more information on the criteria and how they accept people to work.","not_humanitarian"
"John DeFonce #PSUvsIOWA #iHeartFestival #LinaresCampbell #UFvsUK #TokyoGhoul #Uber #UNGA #RTplease #RTplz #follo4follo #HurricaneMaria","other_relevant_information"
"The collapse of rainwater harvesting systems, the indiscriminate boring of tube wells and the promotion of water-intensive cash crops in arid areas have just worsened the consequences of disastrous climatic conditions.","not_humanitarian"
"Thousands are evacuating #Florida as Hurricane #Irma continues its path of destruction through the Caribbean.","displaced_people_and_evacuations"
"All I'm thinking of right now is Nepal victims .all those children, women nd Man ....","not_related_or_irrelevant"
"#Bangalore peeps! If you want to help out in any way you can, here are places you can drop off relief items (dry food packets, sanitary items, blankets, batteries, etc), please spread the word! #KeralaFloods #KeralaFloodRelief","rescue_volunteering_or_donation_effort"
"Activities to increase health awareness and reduce morbidity have included distribution of treated mosquito nets to expectant mothers, and a hospital clean up campaign to eradicate mosquito breeding grounds.","not_humanitarian"
"InterAction members listed below are accepting contributions for assistance they or their affiliates","rescue_volunteering_or_donation_effort"
"Rip Robin Williams ! honestly i don't have any idea about him . my page is flood with #RIPRobinWilliams was he that popular in India ?","not_related_or_irrelevant"
"74 dead, 163 adults and 23 kids are injured, 50 are missing #wildfires #Greecefires #GREECEWILDFIRES #greece #fires #PrayForGreece","injured_or_dead_people"
"LOL! This is what Practically Uneducated Congis do. They blabber nonsense &amp; analyse an aid offer that was NEVER there in the first place @ShashiTharoor DID NOTHING in the flood relief. except Mental Masturbation.","not_humanitarian"
"Maria Tears Apart Buildings From The Weather Channel iPhone App","other_relevant_information"
"RT @priyan148: Happy Onam.spread smiles by helping those who need Ur help #KeralaFloods #HappyOnam","sympathy_and_support"
"Police were also reportedly conducting helicopter patrols around rebel strongholds and other remote areas.","other_relevant_information"
"We are partnering with Southern Baptist Disaster Relief and @FEMA to respond to #HurricaneFlorence and other storms. Join us in praying for the communities in the path of the storm.","rescue_volunteering_or_donation_effort"
"Earthquake Hit Heart Of Sonoma County, Napa Valley Wineries In Northern California, Dozens Injured, Highlight… http://t.co/QTZP5CFEXe","injured_or_dead_people"
"RT @KatieUssin: #HurricaneIrma causes at least 9 deaths in Caribbean as FL, GA, SC brace for storm. Latest track, now on #GMC @WEWS :","injured_or_dead_people"
"@xXHolyBoyXx @D_O_P_E_96 No an albino falling down a hill is an avalanche","not_related_or_irrelevant"
"""banci_engbot: Banci seeing a police bureau pam praj in a razia be like  I KNOW YOU WERE TROUBLE WHEN YOU WALK IN""","not_related_or_irrelevant"
"Hurricane Harvey Relief Fund - GHCF","rescue_volunteering_or_donation_effort"
"RT @prosperity4all3: 44 more California people get killed in wildfire with Hundreds of people still missing","missing_trapped_or_found_people"
"Why the Colorado Avalanche lost Game 7 vs. the Wild: Hockey Talk Podcast http://t.co/AeoJL2QszO","not_related_or_irrelevant"
"Super Typhoon Hagupit: 500,000 Flee As Storm Approaches http://t.co/hASkvvoAKo","not_related_or_irrelevant"
"My family and friends in St. Croix want all to know that the situation there is dire. They need aid, badly. #HurricaneMaria","requests_or_needs"
"I have loved visiting #Alberta; so sorry for all who have lost their homes and dreams in this massive #wildfire at Fort McMurray.","sympathy_and_support"
"@FranklinOrmaza1 Yes, I have already been informed. Coincidence? https://t.co/zyelOfmMSB","other_relevant_information"
"@Catenigma @pierremwest @truthsoldier62 @fema There was aid, just not nearly enough.","rescue_volunteering_or_donation_effort"
"RT @PHIWorldNews: Smart, Sun say network operating ""normally"" in most areas hit by #RubyPH, normalising in Samar &amp; Biliran. | @miguelrcamus…","other_relevant_information"
"Bahamas Red Cross volunteers are on high alert as #HurricaneDorian, now a Category 5 storm, hits the #AbacoIslands. Relief supplies have been pre-positioned, such as tarps, hand-crank radios and jerrycans.","rescue_volunteering_or_donation_effort"
"RT @BreakingNLive: LIVE: Shocking before and after picture of Houston flooding. #Houston #HoustonFlood #HurricaneHarvey","other_relevant_information"
"This steadfastness and eagerness to come out and help is what makes this institution all the more reputable. Always upfront in hours of strife, Pakistan Army is what we feel proud of. Commiserations to the earthquake victims.ὡ4 #Earthquake","rescue_volunteering_or_donation_effort"
"RT @NBCNews: LATEST: At least 120 people killed and 368 wounded after 6.2 #ItalyEarthquake","injured_or_dead_people"
"(5) promotion of earthquake resistant houses for reconstruction","not_humanitarian"
"""@DepEd_PH: RIZAL PROVINCE | #walangpasok Classes in ALL LEVELS are suspended tomorrow, Dec. 9, 2014 | via... http://t.co/3kDgQTJf33""","not_related_or_irrelevant"
"Volunteer management &amp; Damage assessment: Hurricane Maria could be a $95 billion storm for Puerto Rico  via @CNNMoney","infrastructure_and_utility_damage"
"Alberta #wildfire still out of control - #Veterinarians and veterinary staff pitch in to help affected pets","rescue_volunteering_or_donation_effort"
"With hundreds of people still missing and hundreds of thousands displaced across California because of the recent fires, many may be looking to donate time, money or space. Here are some options.","rescue_volunteering_or_donation_effort"
"A grim situation on ground as relief camps deal with the continuous influx of displaced people. Shelter, food and clean water an urgent need!  #KeralaFloodRelief","requests_or_needs"
"PIB_India: RT SpokespersonMoD: #NepalEarthquake 2day is the 1st day when MI-17 Heptrs of IAF carried out extensiveë█_ http://t.co/4Z0VDySlVi","not_related_or_irrelevant"
"Court orders PAM Transport to pay 12 former drivers $447k after violating the Americans with Disabilities Act. http://t.co/WXSVN5TPfX","not_related_or_irrelevant"
